Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"2114","link","hyperlink","2010-10-27 11:18:38","1288","5255","2017-06-10 14:02:10","0","1288","2010-10-27 11:18:38"
"2115","hyperlinks","hyperlink","2010-10-27 11:19:00","1288","223","2017-06-05 18:32:17","0","1288","2010-10-27 11:19:00"
"2117","joda","jodatime","2010-10-27 14:37:14","21234","165","2017-05-20 12:46:18","4","-1","2014-02-23 19:48:28"
"2118","computational-linguistics","nlp","2010-10-27 14:54:30","166749","110","2016-08-13 18:02:42","4","-1","2011-12-05 16:17:00"
"2121","xsltransform","xslt","2010-10-27 21:37:36","21234","9","2016-09-19 16:45:34","4","-1","2011-08-19 19:58:28"
"2123","coding-convention","coding-style","2010-10-28 01:35:15","54262","23","2016-11-08 21:56:31","4","-1","2011-02-10 08:02:53"
"2124","coding-standards","coding-style","2010-10-28 01:36:17","54262","28","2017-04-05 02:14:16","4","-1","2011-07-07 03:49:11"
"2126","rewriteengine","mod-rewrite","2010-10-28 07:44:14","54262","60","2017-04-04 19:18:57","4","-1","2010-10-31 21:02:09"
"2127","rewritecond","mod-rewrite","2010-10-28 07:44:49","54262","269","2017-06-09 12:29:32","4","-1","2010-10-31 21:02:10"
"2128","rewriterule","mod-rewrite","2010-10-28 07:44:59","54262","721","2017-06-09 12:29:32","4","-1","2010-10-31 21:02:11"
"2130","opengles","opengl-es","2010-10-28 15:03:37","99377","404","2017-05-16 14:13:13","2","1288","2011-02-23 20:15:29"
"2131","shell-scripting","shell","2010-10-29 00:29:13","54262","3815","2017-06-01 04:27:28","4","-1","2010-11-11 14:56:27"
"2132","shell-command","shell","2010-10-29 00:30:04","54262","27","2016-12-07 13:03:19","4","-1","2010-11-11 14:56:31"
"2133","shell-commands","shell","2010-10-29 00:30:06","54262","12","2015-10-29 02:49:33","4","-1","2010-11-11 14:56:32"
"2138","flex-sdk","flex","2010-10-29 04:57:05","54262","8","2014-10-08 16:40:37","4","-1","2011-03-11 17:18:20"
"2143","while","while-loop","2010-10-29 13:13:01","300257","4181","2017-06-10 20:17:39","4","-1","2010-12-29 18:13:54"
"2146","commands","command","2010-10-29 17:51:04","4872","589","2017-05-29 09:22:03","4","-1","2010-11-01 16:56:13"
"2155","dsp","signal-processing","2010-10-30 02:09:46","1288","634","2017-06-08 13:01:06","0","1288","2010-10-30 02:09:46"
"2156","lambda-expressions","lambda","2010-10-30 02:18:50","23283","243","2017-05-01 13:16:16","4","-1","2010-11-01 16:56:27"
"2160","youtube-api","youtube","2010-10-30 03:58:07","54262","0","","1","",""
"2161","google-docs-api","google-docs","2010-10-30 03:58:22","54262","0","","-1","",""
"2162","google-search-api","google-search","2010-10-30 03:58:28","54262","0","","1","",""
"2164","paypal-api","paypal","2010-10-30 03:58:37","54262","1142","2017-03-21 19:20:38","4","-1","2014-02-11 03:13:59"
"2165","sound-api","audio","2010-10-30 03:58:41","54262","9","2016-09-19 06:00:54","4","-1","2013-12-21 15:05:53"
"2166","twitter-api","twitter","2010-10-30 03:58:45","54262","3980","2017-05-27 19:18:38","4","-1","2013-08-07 09:39:12"
"2167","facebook-sdk","facebook","2010-10-30 03:59:16","54262","537","2017-06-01 13:53:06","4","-1","2010-12-29 18:10:14"
"2168","ipad-sdk","ipad","2010-10-30 03:59:30","54262","38","2011-07-07 14:01:23","4","-1","2011-06-12 23:41:07"
"2169","itunes-sdk","itunes","2010-10-30 03:59:36","54262","0","","-1","",""
"2170","mojo-sdk","mojo","2010-10-30 03:59:41","54262","0","","-1","",""
"2176","uninitialized","initialization","2010-10-30 09:15:11","54262","105","2017-05-24 16:08:29","3","-1","2013-11-03 08:56:38"
"2184","encrypt","encryption","2010-11-01 06:49:02","5542","718","2017-06-10 21:57:12","3","1288","2010-12-22 04:30:43"
"2188","tfidf","tf-idf","2010-11-01 15:52:55","166749","0","","-1","",""
"2191","mina","apache-mina","2010-11-01 22:27:30","21234","0","","0","",""
"2198","xss-prevention","xss","2010-11-05 21:27:30","157882","265","2015-07-28 16:03:30","4","-1","2013-02-23 22:58:19"
"2201","mod-rails","passenger","2010-11-08 13:23:06","123527","0","","1","",""
"2203","pil","python-imaging-library","2010-11-09 15:52:43","194586","620","2017-06-06 16:26:06","4","-1","2012-08-25 15:22:39"
"2210","ext-gwt","gxt","2010-11-09 22:11:17","95869","0","","1","246246","2016-03-03 05:49:29"
"2211","perfomance","performance","2010-11-09 22:54:05","5897","201","2017-06-06 10:15:40","4","-1","2010-11-13 10:08:07"
"2212","out-parameter","out-parameters","2010-11-10 05:33:01","22514","0","","1","",""
"2214","jdk7","java-7","2010-11-10 13:11:48","21234","376","2017-06-05 23:03:53","4","-1","2012-08-03 15:13:38"
"2217","minification","minify","2010-11-11 00:21:12","22514","61","2017-03-23 21:31:06","1","106224","2014-08-29 12:57:03"
"2218","memoize","memoization","2010-11-11 02:30:53","38765","19","2015-09-09 13:24:44","4","-1","2012-05-16 03:24:18"
"2222","stats","statistics","2010-11-11 23:06:23","172261","275","2017-06-01 10:22:17","3","1288","2011-02-23 20:14:53"
"2223","adl","argument-dependent-lookup","2010-11-12 13:08:10","54262","35","2017-05-03 15:29:35","1","13249","2011-08-07 12:44:34"
"2227","modelbinder","modelbinders","2010-11-12 15:23:04","59301","0","","0","",""
"2230","todo","todos","2010-11-12 20:40:47","13313","0","","0","",""
"2232","performance-tuning","performance","2010-11-13 12:56:12","313758","454","2015-10-16 07:33:58","4","-1","2011-01-08 11:06:20"
"2233","10g","oracle10g","2010-11-13 14:23:49","21234","95","2017-04-03 06:10:27","3","419","2012-01-14 01:52:35"
"2234","mongo","mongodb","2010-11-14 10:06:02","332100","2371","2017-06-08 16:29:25","4","-1","2011-08-20 09:01:31"
"2236","sql-developer","oracle-sqldeveloper","2010-11-14 14:16:09","4003","30","2017-04-24 16:36:44","1","811","2013-07-02 04:29:38"
"2240","timagelist","imagelist","2010-11-15 08:50:59","35162","0","","-1","",""
"2241","ruby-on-rails-gems","rubygems","2010-11-15 12:02:59","123527","0","","2","",""
"2242","kernel-programming","kernel","2010-11-15 18:59:43","371250","296","2017-03-08 17:15:17","4","-1","2013-10-08 16:39:20"
"2244","docs","documentation","2010-11-16 09:54:23","91962","248","2017-05-19 07:29:41","2","1288","2011-02-23 20:14:45"
"2245","membership-provider","asp.net-membership","2010-11-16 22:37:41","12601","0","","1","",""
"2246","sqlmembershipprovider","asp.net-membership","2010-11-16 22:38:09","12601","0","","0","",""
"2250","cs","computer-science","2010-11-17 04:14:39","109749","279","2017-06-07 18:48:29","4","-1","2011-02-10 08:02:58"
"2251","url-encoding","urlencode","2010-11-17 17:14:04","19750","0","","3","",""
"2255","gem","rubygems","2010-11-18 14:17:54","322020","1088","2017-06-10 22:42:55","4","-1","2015-12-26 02:18:32"
"2257","virtual-methods","virtual-method","2010-11-18 22:59:23","2598","1","2014-08-31 17:18:06","0","1288","2013-08-07 12:47:53"
"2258","facebook-application","facebook","2010-11-18 23:52:32","2596","507","2016-05-22 13:07:22","2","1288","2011-02-23 20:14:29"
"2259","graph-api","facebook-graph-api","2010-11-18 23:58:00","2596","0","","2","",""
"2261","facebook-fbml","fbml","2010-11-19 00:00:46","2596","0","","0","",""
"2262","serverfbml","fbml","2010-11-19 00:00:51","2596","0","","0","",""
"2263","staticfbml","fbml","2010-11-19 00:00:56","2596","0","","0","",""
"2264","facebook-fanpage","facebook-page","2010-11-19 00:01:14","2596","0","","2","1252759","2015-09-24 13:58:39"
"2265","facebook-java-sdk","facebook-java-api","2010-11-19 00:02:16","2596","20","2017-06-08 09:04:05","0","3093387","2016-02-09 01:49:54"
"2266","facebook-authentication","facebook-oauth","2010-11-19 00:02:58","2596","0","","0","",""
"2267","appengine","google-app-engine","2010-11-19 03:27:01","110707","910","2017-06-07 13:36:15","4","-1","2011-01-06 21:29:31"
"2270","jquery-grid","jqgrid","2010-11-20 10:10:55","430775","20","2015-01-10 07:30:41","0","246246","2013-08-07 17:46:21"
"2273","command-query-separation","cqrs","2010-11-20 19:46:29","47366","0","","-1","",""
"2274","jquery-animation","jquery-animate","2010-11-21 10:48:41","13249","2","2016-01-13 21:14:20","1","1288","2012-08-08 13:06:54"
"2275","cmd.exe","cmd","2010-11-21 15:44:12","387076","426","2017-05-14 11:55:40","4","-1","2013-03-04 19:00:35"
"2276","mybatis","ibatis","2010-11-21 19:02:17","11236","0","","-1","",""
"2278","jquery-accordian","jquery-ui-accordion","2010-11-22 03:55:56","254528","0","","0","",""
"2280","serialize","serialization","2010-11-22 04:41:19","366904","860","2017-06-10 10:00:42","4","-1","2010-12-29 18:08:00"
"2283","win32api","winapi","2010-11-22 21:43:11","430775","993","2017-06-08 11:45:30","4","-1","2010-12-23 12:20:54"
"2284","portable-executable","exe","2010-11-22 21:47:32","430775","0","","3","",""
"2285","pe","exe","2010-11-22 21:47:36","430775","0","","3","",""
"2288","google-adsense","adsense","2010-11-23 02:07:10","430775","18","2016-11-01 13:57:21","0","1288","2012-05-14 14:23:46"
"2289","nsnotification","nsnotifications","2010-11-23 02:34:30","714","0","","0","",""
"2290","code-only","code-first","2010-11-23 04:16:50","407704","0","","4","-1","2011-05-18 15:43:58"
"2300","j2ee","java-ee","2010-11-24 19:56:47","292","2633","2017-06-10 22:45:03","1","1","2011-05-15 21:26:32"
"2303","code-audit","code-review","2010-11-25 15:27:47","262056","0","","3","",""
"2304","sxs","side-by-side","2010-11-25 23:00:31","164901","0","","0","",""
"2305","winsxs","side-by-side","2010-11-25 23:00:36","164901","0","","0","",""
"2307","ip","ip-address","2010-11-26 07:13:52","41956","0","","-1","",""
"2310","umn-mapserver","mapserver","2010-11-28 17:41:29","481927","0","","0","",""
"2311","facets","facet","2010-11-28 19:58:50","466826","13","2017-04-27 08:48:22","4","-1","2016-11-07 11:38:28"
"2312","jquery-tmpl","jquery-templates","2010-11-29 12:15:20","13249","27","2015-12-24 03:27:18","0","246246","2013-08-07 17:45:45"
"2313","form-submission","form-submit","2010-11-29 20:37:28","466826","26","2017-05-24 11:52:13","4","-1","2013-11-20 16:26:25"
"2314","permalink","permalinks","2010-11-29 21:28:29","466826","213","2017-05-16 17:31:07","0","246246","2013-08-07 17:45:56"
"2316","knn","nearest-neighbor","2010-11-30 18:29:56","97160","0","","-1","",""
"2317","semaphores","semaphore","2010-11-30 18:32:50","97160","0","","2","",""
"2318","distributed-cache","distributed-caching","2010-11-30 18:59:24","50776","0","","0","",""
"2319","kynetx","krl","2010-12-01 01:26:10","205930","0","","0","",""
"2320","websockets","websocket","2010-12-01 07:30:14","313758","950","2017-06-07 18:44:55","4","-1","2011-06-18 06:50:34"
"2321","java-expression-language","el","2010-12-01 13:57:43","157882","0","","2","",""
"2326","forxml","for-xml","2010-12-01 18:30:55","13531","7","2015-11-11 09:11:37","0","1288","2011-02-23 20:14:02"
"2332","parallel-extensions","plinq","2010-12-04 01:40:42","185859","0","","-1","",""
"2335","swf","flash","2010-12-05 22:43:33","21234","166","2017-06-02 15:55:53","4","-1","2015-09-10 10:55:48"
"2336","sequence-point","sequence-points","2010-12-06 02:55:18","240633","3","2016-09-22 03:59:25","0","246246","2013-08-07 17:45:23"
"2338","dwmapi","dwm","2010-12-06 15:03:39","366904","0","","0","",""
"2354","rml","reportlab","2010-12-07 19:28:38","4794","0","","0","",""
"2355","learn","learning","2010-12-07 20:56:16","21234","51","2011-08-12 03:51:05","2","1288","2011-02-23 20:13:39"
"2356","aspect-oriented","aop","2010-12-07 23:14:30","21234","0","","3","105971","2015-10-29 20:37:11"
"2359","n2cms","n2","2010-12-08 16:38:11","243245","0","","0","",""
"2361","piglatin","apache-pig","2010-12-08 22:50:09","352268","592","2017-05-06 09:17:57","4","-1","2014-03-27 15:39:45"
"2362","window-management","window-managers","2010-12-09 13:52:03","19750","0","","0","",""
"2365","httpservletrequest","servlets","2010-12-10 19:22:17","157882","86","2017-03-06 17:02:00","4","-1","2011-06-28 14:41:10"
"2366","httpservletresponse","servlets","2010-12-10 19:22:21","157882","38","2017-03-20 04:20:31","4","-1","2011-06-28 14:41:04"
"2368","cache-coherence","caching","2010-12-11 21:17:29","21234","13","2017-03-17 18:24:12","3","419","2012-01-14 01:52:13"
"2369","mvc3","asp.net-mvc-3","2010-12-12 00:08:09","262269","4032","2017-05-29 18:39:50","4","-1","2011-01-24 20:29:44"
"2370","mouse-picking","picking","2010-12-12 02:23:59","399317","0","","0","",""
"2371","processing.org","processing","2010-12-13 02:18:19","89766","9","2016-06-01 01:53:53","4","-1","2014-09-17 13:41:26"
"2373","computer-graphics","graphics","2010-12-13 15:13:45","21234","69","2017-05-09 13:28:35","2","1288","2011-02-23 20:13:32"
"2374","pdt","eclipse-pdt","2010-12-13 19:29:15","21234","62","2017-04-11 12:01:12","4","-1","2014-06-20 18:46:05"
"2379","gmaps","google-maps","2010-12-15 10:19:57","21234","167","2017-06-11 05:03:14","4","-1","2012-02-12 09:52:36"
"2380","sso","single-sign-on","2010-12-15 11:54:30","279627","746","2017-06-09 12:53:20","0","106224","2013-04-04 17:05:33"
"2386","test-driven","tdd","2010-12-16 12:01:42","21234","5","2017-03-24 04:18:45","2","1288","2011-03-02 21:02:25"
"2387","ha","high-availability","2010-12-16 15:01:28","21234","69","2017-05-11 12:33:19","0","1288","2011-03-02 21:02:15"
"2388","decryption","encryption","2010-12-16 18:55:52","5542","1150","2017-06-08 08:37:11","4","-1","2011-07-15 08:10:07"
"2390","x64","64bit","2010-12-16 23:38:32","405017","631","2017-06-09 13:10:08","4","-1","2012-10-19 10:11:22"
"2391","xhr","xmlhttprequest","2010-12-17 02:09:38","313758","383","2017-05-30 11:40:38","2","10936","2011-11-18 05:10:33"
"2393","ci","continuous-integration","2010-12-17 16:01:04","2688","681","2017-06-10 09:22:30","2","1288","2011-03-23 13:18:16"
"2395","softreference","soft-references","2010-12-17 19:08:25","13531","7","2013-11-24 21:16:12","0","13531","2010-12-17 19:23:52"
"2396","weakreference","weak-references","2010-12-17 19:09:16","13531","28","2017-04-13 01:03:13","0","13531","2010-12-17 19:22:42"
"2399","traversing","traversal","2010-12-19 18:42:12","19750","48","2017-04-21 18:15:40","0","102937","2012-10-20 07:35:58"
"2402","phpdoctrine","doctrine","2010-12-21 21:33:26","11354","9","2014-10-06 09:03:42","4","-1","2012-06-29 22:37:16"
"2403","tortoise-hg","tortoisehg","2010-12-22 03:19:15","165495","1","2012-09-06 19:04:25","0","17174","2011-03-31 07:53:11"
"2404","heirarchy","hierarchy","2010-12-22 04:01:48","164901","45","2016-10-03 12:04:16","1","1288","2010-12-22 04:32:42"
"2405","java-applet","applet","2010-12-22 12:48:30","157882","61","2015-08-19 21:08:56","2","1288","2011-03-23 13:18:06"
"2407","crypto","cryptography","2010-12-23 12:19:51","5542","446","2017-06-09 18:26:56","2","1288","2011-02-23 20:13:18"
"2415","codecs","codec","2010-12-26 06:50:07","313758","47","2017-05-11 21:09:30","0","102937","2011-10-20 23:27:47"
"2416","mysql-query","mysql","2010-12-26 09:24:48","89806","2437","2017-04-25 19:36:24","4","-1","2011-01-22 08:06:08"
"2421","dnn5","dotnetnuke-5","2010-12-27 14:23:20","2688","14","2013-11-13 13:51:05","0","17174","2011-01-13 23:00:36"
"2426","bfs","breadth-first-search","2010-12-28 10:33:12","89806","22","2017-06-10 09:11:48","1","444991","2016-12-04 15:22:23"
"2427","depth-first-search","dfs","2010-12-28 10:34:27","89806","0","","0","",""
"2429","jboss-hornetq","hornetq","2010-12-30 09:42:17","21234","0","","0","",""
"2430","programming-terms","terminology","2010-12-30 14:33:21","21234","0","","2","419","2012-01-14 01:51:22"
"2431","hexadecimal","hex","2010-12-30 16:40:03","2688","447","2017-06-09 02:12:37","4","-1","2011-07-15 08:09:56"
"2432","ps","postscript","2010-12-30 16:56:56","143495","0","","1","",""
"2436","self-organizing-maps","som","2011-01-02 16:03:30","97160","0","","0","",""
"2440","kvo","key-value-observing","2011-01-03 03:03:01","714","131","2017-05-31 04:25:25","2","1288","2011-02-23 20:13:10"
"2443","facebook-connect","facebook","2011-01-04 04:26:06","75505","2331","2017-04-26 06:24:33","4","-1","2012-02-04 15:44:45"
"2444","facebook-graph","facebook-graph-api","2011-01-04 04:27:27","75505","55","2015-12-31 16:17:34","1","246246","2013-08-07 17:44:51"
"2445","oops","oop","2011-01-04 10:32:15","342852","418","2017-06-08 08:02:23","2","1288","2011-03-23 13:16:34"
"2447","jsecurity","shiro","2011-01-04 15:54:55","6369","0","","0","",""
"2450","sandboxing","sandbox","2011-01-05 13:05:57","445517","32","2017-02-24 09:04:14","0","246246","2013-08-07 17:44:56"
"2451","asp.net-webmethod","asmx","2011-01-06 06:02:47","76337","3","2011-08-02 04:38:55","1","1228","2011-03-28 13:44:27"
"2452","richtextformat","rtf","2011-01-06 16:31:52","166749","1","2016-12-09 14:36:24","0","1228","2011-03-28 13:44:21"
"2454","fast","performance","2011-01-07 09:45:09","89806","523","2017-06-01 13:32:15","3","17174","2011-01-13 23:20:36"
"2455","parallel-programming","parallel-processing","2011-01-07 16:53:12","166749","95","2017-05-17 12:49:03","4","-1","2012-04-04 16:43:11"
"2456","apache-tomcat","tomcat","2011-01-07 19:57:45","21234","45","2017-04-10 10:21:54","4","-1","2012-01-04 21:28:36"
"2459","url-shortening","url-shortener","2011-01-08 23:07:09","21234","8","2011-08-19 07:14:12","0","17174","2011-01-13 22:59:57"
"2460","slow","performance","2011-01-08 23:08:04","21234","1794","2017-06-10 14:02:10","1","17174","2011-01-13 23:20:30"
"2461","object-file","object-files","2011-01-09 08:53:49","18061","37","2017-05-06 13:35:20","0","246246","2013-08-07 17:45:00"
"2462","open-office","openoffice.org","2011-01-09 13:17:13","21234","3","2016-07-22 21:25:01","0","246246","2013-08-07 17:45:07"
"2463","mathematical","math","2011-01-09 14:34:42","21234","104","2017-05-16 14:25:06","4","-1","2011-02-10 00:12:06"
"2465","arithmetic","math","2011-01-09 17:15:32","313758","551","2017-06-05 20:02:45","2","1288","2011-02-23 20:13:00"
"2467","apple-ios","ios","2011-01-10 08:21:38","366904","6","2014-12-15 00:57:48","4","-1","2011-06-17 17:44:53"
"2468",".net-cf","compact-framework","2011-01-10 15:54:39","21234","7","2011-06-11 20:33:48","0","1228","2011-03-28 13:44:07"
"2470","multicore-programming","multicore","2011-01-11 19:09:43","21234","5","2011-07-08 18:34:10","1","1228","2011-03-28 13:44:11"
"2474","exercises","homework","2011-01-12 10:14:05","89806","34","2013-03-26 16:38:23","4","-1","2011-01-13 10:30:10"
"2475","programming-exercise","homework","2011-01-12 10:14:25","89806","8","2013-03-22 23:40:24","4","-1","2011-01-13 10:30:15"
"2476","book-exercise","homework","2011-01-12 10:14:35","89806","1","2011-03-27 08:17:38","4","-1","2011-01-13 10:30:16"
"2478","structures","structure","2011-01-12 22:09:36","89806","675","2017-06-02 18:50:18","4","-1","2013-07-06 07:30:52"
"2479","database-structure","database","2011-01-12 22:10:18","89806","25","2016-11-20 22:13:41","4","-1","2011-02-11 03:56:16"
"2480","wpf-toolkit","wpftoolkit","2011-01-13 00:38:28","75500","10","2014-09-28 19:19:29","0","17174","2011-01-13 23:00:12"
"2482","graph-algorithm","graph-theory","2011-01-13 12:23:13","89806","0","","2","",""
"2483","merging","merge","2011-01-13 21:02:19","2688","326","2017-06-06 04:03:59","2","1288","2011-02-23 20:12:37"
"2485","optimizing","optimization","2011-01-14 03:00:29","21234","63","2017-05-26 19:43:35","4","-1","2011-02-10 00:09:57"
"2487","prime-number","primes","2011-01-14 12:03:37","89806","16","2017-02-14 07:45:40","3","419","2012-01-14 01:47:03"
"2490","file-operations","file-io","2011-01-15 13:14:42","21234","16","2017-03-15 08:56:16","2","1288","2011-02-23 20:12:30"
"2492","404","http-status-code-404","2011-01-15 13:21:25","53114","1530","2017-06-07 12:14:06","0","1228","2011-03-28 13:43:56"
"2497","performance-comparison","performance","2011-01-16 17:11:58","89806","95","2017-04-28 11:12:26","4","-1","2011-02-11 03:55:34"
"2499","dbcp","apache-commons-dbcp","2011-01-17 10:25:26","21234","0","","0","",""
"2500","stl-containers","stl","2011-01-17 15:51:35","166749","18","2016-08-25 13:05:11","3","1288","2011-02-23 20:12:22"
"2501","access-is-denied","access-denied","2011-01-17 23:29:54","75500","1","2014-09-21 18:44:36","0","3","2011-03-31 23:21:10"
"2503","c3po","c3p0","2011-01-18 19:57:34","21234","12","2016-12-20 16:49:16","1","1228","2011-03-28 13:43:47"
"2505","perl-oo","object-oriented-perl","2011-01-19 23:20:46","261122","0","","0","",""
"2506","while-loops","while-loop","2011-01-20 13:43:49","89806","45","2017-01-29 19:50:42","1","17174","2011-03-31 07:53:38"
"2510","oss","open-source","2011-01-20 20:36:55","21234","43","2017-05-10 12:40:18","2","102937","2011-02-11 21:57:54"
"2511","image-resize","image-resizing","2011-01-20 21:23:02","278899","23","2017-03-20 21:15:50","1","13531","2011-02-23 23:39:19"
"2515","gsa","google-search-appliance","2011-01-21 10:36:52","21234","0","","0","",""
"2520","template-function","function-templates","2011-01-24 01:04:18","34509","0","","0","",""
"2525","random-number-generator","random","2011-01-25 20:40:25","1288","135","2017-06-01 14:07:50","0","1288","2011-01-25 20:40:25"
"2526","pseudo-random-numbers","random","2011-01-25 20:40:41","1288","38","2016-06-06 10:35:53","0","1288","2011-01-25 20:40:41"
"2527","random-generator","random","2011-01-25 20:41:02","1288","24","2017-05-17 18:10:34","0","1288","2011-01-25 20:41:02"
"2528","random-numbers","random","2011-01-25 20:41:23","1288","57","2017-04-06 17:37:25","0","1288","2011-01-25 20:41:23"
"2529","random-number","random","2011-01-25 20:41:32","1288","74","2017-06-07 06:10:31","0","1288","2011-01-25 20:41:32"
"2530","rand","random","2011-01-25 20:41:47","1288","449","2017-06-09 08:02:21","0","1288","2011-01-25 20:41:47"
"2531","random-alpha-generator","random","2011-01-25 20:42:12","1288","0","","0","1288","2011-01-25 20:42:12"
"2532","random-string","random","2011-01-25 20:42:27","1288","7","2016-03-05 18:30:45","0","1288","2011-01-25 20:42:27"
"2533","random-string-generator","random","2011-01-25 20:42:41","1288","3","2015-04-07 18:48:48","0","1288","2011-01-25 20:42:41"
"2534","sql-query","sql","2011-01-26 10:23:18","79061","272","2017-05-31 18:26:32","4","-1","2011-01-27 19:10:49"
"2540","visual-web-part","web-parts","2011-02-01 18:46:46","21461","4","2013-10-07 19:06:51","0","1228","2011-03-28 13:42:45"
"2541","webpartzone","web-parts","2011-02-01 19:53:58","21461","4","2012-10-23 19:14:59","0","1228","2011-03-28 13:42:38"
"2542","web-part","web-parts","2011-02-01 19:54:29","21461","8","2015-09-01 23:20:14","0","34397","2011-02-03 14:02:02"
"2546","plt-scheme","racket","2011-02-05 12:56:48","298282","23","2016-05-14 17:10:30","2","102937","2011-02-11 21:57:13"
"2547","drscheme","racket","2011-02-05 18:26:35","298282","14","2016-10-31 12:03:41","2","102937","2011-02-11 21:57:10"
"2549","cpp","c++","2011-02-08 09:23:06","135549","2493","2017-06-10 11:17:07","4","-1","2011-02-10 06:29:24"
"2551","cshtml","razor","2011-02-08 21:14:00","358970","363","2017-06-07 02:15:15","2","1228","2011-03-28 13:42:33"
"2552","vbhtml","razor","2011-02-08 21:14:06","358970","13","2016-04-07 11:06:27","2","1228","2011-03-28 13:42:31"
"2554","80x86","x86","2011-02-09 22:40:46","242889","10","2015-12-29 18:00:11","2","1288","2011-02-23 20:11:48"
"2557","wildcards","wildcard","2011-02-11 21:54:55","102937","136","2017-06-01 14:01:41","0","102937","2011-02-11 22:27:31"
"2558","language-independent","language-agnostic","2011-02-12 15:03:10","21234","11","2016-02-28 21:14:17","3","1288","2011-03-23 13:17:08"
"2559","singleton-class","singleton","2011-02-12 16:08:57","21234","12","2017-03-23 12:57:16","1","1228","2011-03-28 13:42:16"
"2560","ccrc","clearcase-remote-client","2011-02-12 21:39:01","6309","0","","0","1252759","2015-09-06 02:58:30"
"2562","sql-statement","sql","2011-02-14 12:21:30","21234","20","2017-05-24 12:25:40","2","1288","2011-02-23 20:11:35"
"2563","ia32","x86","2011-02-15 12:10:29","196561","43","2017-04-15 23:43:07","1","23354","2011-03-31 07:58:47"
"2564","logger","logging","2011-02-15 21:26:09","21234","392","2017-06-01 16:39:53","1","1288","2011-02-23 20:11:21"
"2565","segfault","segmentation-fault","2011-02-18 17:00:11","203667","410","2017-06-06 08:11:55","1","1288","2011-02-23 20:11:13"
"2566","void-pointer","void-pointers","2011-02-20 01:38:14","501557","14","2017-05-28 17:35:37","0","1288","2011-02-23 20:11:06"
"2567","classic-asp","asp-classic","2011-02-20 04:51:41","76337","111","2017-03-14 07:22:26","0","1288","2011-02-23 20:10:57"
"2568","sql-postgres","postgresql","2011-02-21 15:51:42","271959","18","2011-06-06 10:30:36","1","1288","2011-02-23 20:10:49"
"2569","student-question","homework","2011-02-22 13:33:39","298282","19","2012-05-15 22:23:47","0","1288","2011-02-22 13:50:54"
"2570","student","homework","2011-02-22 13:52:25","1288","45","2013-03-23 20:28:13","0","1288","2011-02-22 13:52:25"
"2573","bashrc","bash","2011-02-23 04:51:05","119963","122","2017-04-13 18:56:32","3","-1","2011-03-06 13:46:47"
"2574",".bashrc","bash","2011-02-23 04:51:08","119963","61","2017-05-08 21:19:15","4","-1","2011-03-06 13:46:55"
"2575","ezcomponents","zeta-components","2011-02-23 13:25:19","1288","6","2013-08-11 10:10:11","0","1288","2011-02-23 13:25:19"
"2576","microsoft-access","ms-access","2011-02-23 20:21:31","13302","64","2017-04-20 15:24:44","0","13531","2011-02-23 23:39:41"
"2583","rssfeed","rss","2011-02-28 19:45:34","21234","112","2017-06-05 05:20:53","1","1228","2011-03-28 13:41:52"
"2584","oracle-apex","apex","2011-03-01 13:20:57","18747","0","","0","",""
"2585","generic","generics","2011-03-01 20:27:33","102937","1833","2017-06-10 17:59:34","0","102937","2011-03-01 20:27:33"
"2586","bison","yacc","2011-03-03 09:00:20","311635","0","","1","",""
"2588","quartz-graphics","core-graphics","2011-03-04 04:36:05","30461","0","","2","",""
"2589","google-reader-api","google-reader","2011-03-04 11:08:59","23354","16","2012-06-29 01:04:39","0","23354","2011-03-04 11:08:59"
"2590","adobe-acrobat","acrobat","2011-03-04 11:09:47","23354","20","2017-01-13 20:58:36","0","23354","2011-03-04 11:09:47"
"2591","bean","javabeans","2011-03-04 13:11:13","157882","869","2017-05-28 13:28:02","1","1228","2011-03-28 13:41:37"
"2592","beans","javabeans","2011-03-04 13:11:33","157882","312","2017-06-07 16:15:13","1","1228","2011-03-28 13:41:35"
"2593","data-frame","dataframe","2011-03-04 15:00:41","428790","79","2017-04-12 01:57:43","3","17174","2011-03-31 07:55:07"
"2594","gtk+","gtk","2011-03-04 15:07:45","166955","738","2017-04-17 09:21:26","4","-1","2012-01-10 10:35:15"
"2596","standard-ml","sml","2011-03-06 11:45:43","79061","1","2017-05-17 13:42:25","3","419","2012-01-14 01:45:31"
"2606","comment","comments","2011-03-06 14:07:07","327563","839","2017-06-08 19:47:32","3","1288","2012-03-26 00:34:43"
"2610","kill-process","kill","2011-03-06 15:42:08","327563","0","","-1","",""
"2617","standard","standards","2011-03-12 16:27:25","34509","352","2017-06-07 08:42:27","4","-1","2012-01-04 21:28:51"
"2619","selectbox","drop-down-menu","2011-03-15 03:29:47","226006","211","2017-05-25 07:15:25","4","-1","2013-12-18 06:28:32"
"2621","jcomponents","jcomponent","2011-03-16 11:53:08","513838","19","2017-05-09 21:40:50","0","1228","2011-03-28 13:40:53"
"2622","css-background-image","css","2011-03-18 22:40:14","571593","21","2014-03-17 13:10:20","4","-1","2011-05-11 15:08:11"
